transaction_id,user_id,amount
333,31,1330
334,187,8957
335,143,8566
336,102,311
337,152,5008
338,118,1089
339,79,4771
340,78,3315
341,186,503
342,96,4473
343,22,916
344,165,4091
345,195,4262
346,69,9455
347,158,3126
348,33,6710
349,168,7419
350,16,5631
351,155,500
352,26,3244
353,164,4161
354,34,5782
355,188,6711
356,40,2712
357,64,6920
358,174,3405
359,45,9074
360,6,9653
361,198,8645
362,78,7449
363,166,5389
364,68,5893
365,43,2922
366,143,5220
367,140,508
368,94,6614
369,190,7788
370,146,9521
371,93,2643
372,65,6750
373,104,8517
374,162,3041
375,117,6467
376,86,6268
377,67,5909
378,3,7942
379,19,5771
380,147,5416
381,71,186
382,134,4629
383,19,5303
384,35,8330
385,7,884
386,55,2287
387,137,7090
388,15,4596
389,92,7400
390,175,2701
391,177,3709
392,189,2066
393,41,1712
394,49,912
395,131,9582
396,6,8737
397,53,7351
398,135,1627
399,21,8362
400,148,6288
401,11,4492
402,153,744
403,4,6693
404,37,4121
405,175,4727
406,125,6552
407,171,3938
408,89,4584
409,17,7364
410,171,5189
411,16,6347
412,138,9438
413,102,9802
414,160,4357
415,171,6276
416,49,5320
417,191,7728
418,105,6631
419,189,4902
420,48,6122
421,105,9693
422,36,6834
423,32,3966
424,156,9782
425,133,6061
426,139,2783
427,128,8718
428,167,4809
429,75,3341
430,91,6766
431,141,6709
432,82,2647
433,72,6303
434,124,6634
435,97,8677
436,167,6506
437,197,283
438,154,651
439,12,4874
440,99,9102
441,167,9568
442,109,3011
443,192,8838
444,171,7861
445,34,2809
446,44,2070
447,190,1444
448,85,9685
449,96,9462
450,42,766
451,179,3241
452,149,2182
453,76,6576
454,82,3279
455,199,6254
456,185,9412
457,187,2810
458,186,1616
459,92,6643
460,87,8608
461,57,1048
462,167,1448
463,188,2091
464,2,3565
465,17,2403
466,79,4659
467,195,5101
468,130,5498
469,152,9109
470,148,4047
471,59,3205
472,113,7418
473,196,2415
474,110,9678
475,52,6195
476,18,5151
477,75,5372
478,190,4623
479,142,7565
480,23,6564
481,83,4335
482,150,2223
483,96,1458
484,109,1640
485,107,617
486,166,6915
487,132,718
488,147,2351
489,25,4480
490,198,775
491,179,3582
492,100,5970
493,66,3359
494,48,4184
495,46,7280
496,122,5304
497,156,5252
498,13,3679
499,39,6855
500,62,7471
501,2,8338
502,50,3248
503,53,8873
504,8,643
505,138,7928
506,129,6569
507,150,4138
508,76,9821
509,88,3173
510,130,4395
511,15,7888
512,189,7973
513,137,652
514,34,5645
515,147,2437
516,50,4075
517,98,1680
518,190,2315
519,26,1158
520,45,9179
521,36,5760
522,121,185
523,71,1692
524,181,8408
525,21,6158
526,44,4875
527,148,5408
528,164,9342
529,78,1155
530,170,4891
531,108,4693
532,196,9853
533,98,6225
534,98,4014
535,139,1656
536,70,6897
537,161,4041
538,127,3053
539,147,4084
540,50,6430
541,46,7948
542,181,948
543,95,9097
544,138,424
545,84,2507
546,2,319
547,190,1231
548,131,8063
549,81,6220
550,151,5608
551,192,7532
552,173,2491
553,39,9362
554,128,3668
555,34,1392
556,47,7870
557,177,4719
558,128,1765
559,189,7541
560,17,5824
561,172,8690
562,73,2453
563,97,8874
564,68,696
565,48,7530
566,91,5980
567,43,2526
568,109,8281
569,185,6629
570,46,2810
571,30,5683
572,148,7827
573,85,1672
574,34,1574
575,156,250
576,10,2426
577,119,7766
578,156,5849
579,197,1374
580,124,9346
581,171,9734
582,80,7053
583,140,2513
584,113,5374
585,85,3842
586,110,6216
587,136,5385
588,43,2732
589,59,6443
590,115,8011
591,106,6920
592,40,3894
593,134,1111
594,158,8582
595,159,5078
596,70,9374
597,163,6972
598,200,3012
599,84,8510
600,157,3484
601,113,1046
602,125,1711
603,165,1602
604,153,9245
605,188,416
606,194,9341
607,116,7072
608,152,8048
609,36,9890
610,77,9813
611,48,6780
612,103,145
613,43,8564
614,50,2237
615,101,6453
616,155,5227
617,183,2911
618,69,9512
619,175,9789
620,112,9941
621,176,5049
622,124,3058
623,166,6228
624,56,6387
625,65,2753
626,77,4001
627,82,5474
628,194,4493
629,131,5304
630,156,3387
631,80,3619
632,122,9180
633,191,1149
634,107,2929
635,7,7531
636,1,6122
637,49,4564
638,137,6395
639,135,3274
640,151,2136
641,81,630
642,64,7614
643,61,2350
644,107,3009
645,38,7090
646,121,6496
647,74,449
648,86,4989
649,151,6958
650,41,2017
651,144,8573
652,76,6887
653,75,3873
654,191,1411
655,124,1556
656,112,541
657,194,3704
658,30,3518
659,167,5161
660,94,8960
661,75,2761
662,84,348
663,97,4843
664,12,485
665,171,1706
666,120,6073
667,130,7139
668,117,3854
669,41,1313
670,160,384
671,84,7815
672,143,3030
673,144,6777
674,144,2174
675,59,5861
676,21,1481
677,95,5409
678,124,4992
679,49,6539
680,183,8752
681,101,1609
682,163,3506
683,48,1176
684,65,1868
685,48,926
686,43,7646
687,29,5420
688,11,9646
689,4,7849
690,102,971
691,144,5454
692,86,3943
693,133,6491
694,161,6579
695,85,4918
696,185,6635
697,143,2590
698,118,1868
699,28,997
700,75,2689
701,36,4776
702,168,6601
703,15,8299
704,63,7257
705,96,8165
706,99,611
707,85,369
708,146,8235
709,186,7046
710,35,5373
711,152,2614
712,87,6352
713,113,9805
714,115,3203
715,145,9588
716,70,9414
717,135,8905
718,8,8018
719,83,2283
720,92,5846
721,150,8394
722,139,5979
723,85,4753
724,181,6512
725,170,9403
726,48,8812
727,183,1672
728,23,3203
729,24,5341
730,112,770
731,172,3913
732,116,9018
733,106,9435
734,200,4469
735,164,8419
736,48,8749
737,60,7370
738,76,9926
739,118,5399
740,120,3815
741,75,1676
742,85,7084
743,171,9822
744,70,817
745,103,7548
746,98,7915
747,67,4603
748,36,7630
749,65,4790
750,198,6694
751,104,6903
752,150,3794
753,60,701
754,72,7127
755,160,2738
756,152,2376
757,126,1546
758,153,112
759,147,6501
760,132,2405
761,191,9868
762,12,9209
763,190,7332
764,77,2370
765,143,1271
766,158,9452
767,52,8582
768,22,7428
769,195,8498
770,185,8891
771,172,8854
772,54,8302
773,153,5935
774,106,494
775,145,6380
776,102,1662
777,195,4268
778,171,2770
779,13,7996
780,111,932
781,176,6197
782,163,7133
783,183,5851
784,93,1311
785,23,5568
786,23,1152
787,192,6851
788,183,4871
789,153,4728
790,184,9974
791,198,5184
792,165,4953
793,151,2828
794,47,4774
795,117,2289
796,113,4665
797,83,4668
798,95,3280
799,66,406
800,198,4957
801,133,9783
802,144,5218
803,20,8032
804,52,3190
805,95,3425
806,77,823
807,159,8565
808,152,9970
809,177,315
810,51,6559
811,149,3239
812,162,6676
813,178,8777
814,181,6033
815,84,3906
816,162,4906
817,194,7790
818,8,369
819,8,1654
820,154,6924
821,78,6187
822,152,7567
823,128,5834
824,90,791
825,54,3844
826,82,7378
827,90,9642
828,33,4923
829,92,6957
830,116,5292
831,147,977
832,179,6131
833,81,7955
834,189,6368
835,13,3956
836,34,7370
837,180,2443
838,75,8319
839,162,5410
840,137,5828
841,24,2404
842,36,9005
843,48,3886
844,1,4532
845,174,8395
846,163,5295
847,196,2314
848,42,8244
849,113,7400
850,59,8941
851,90,8645
852,54,8226
853,84,204
854,90,3571
855,185,7779
856,55,9656
857,73,9532
858,65,8363
859,179,7443
860,160,9131
861,13,8846
862,170,4677
863,167,678
864,96,7287
865,160,4970
866,174,1326
867,99,6200
868,20,5298
869,64,8655
870,35,3603
871,81,9643
872,22,1846
873,107,2458
874,53,1525
875,104,437
876,146,7407
877,86,428
878,53,6881
879,110,8377
880,158,2119
881,159,7012
882,93,1484
883,31,1383
884,119,8347
885,149,4715
886,124,7350
887,188,797
888,169,5052
889,104,6775
890,167,6247
891,107,5041
892,43,795
893,177,4028
894,178,1824
895,38,7733
896,19,1496
897,146,4452
898,61,3834
899,156,7330
900,44,5493
901,127,5552
902,180,4182
903,197,6224
904,139,4339
905,108,6818
906,50,7760
907,61,3540
908,72,6110
909,96,668
910,96,3294
911,122,4154
912,193,4405
913,18,5034
914,88,5444
915,55,4009
916,54,1689
917,87,5072
918,113,9995
919,133,8479
920,114,3019
921,191,805
922,160,9899
923,119,2786
924,78,1146
925,85,460
926,3,7927
927,103,1193
928,175,1909
929,187,5962
930,64,179
931,153,6700
932,44,4181
933,42,2398
934,66,3811
935,23,5543
936,38,5818
937,142,5330
938,45,8403
939,104,2171
940,97,9036
941,75,5207
942,20,737
943,16,7487
944,106,2515
945,1,8288
946,120,6849
947,1,7885
948,85,9746
949,157,7915
950,153,3792
951,71,2191
952,120,3735
953,191,4861
954,86,699
955,88,583
956,125,8187
957,58,3615
958,118,5845
959,42,8146
960,16,6651
961,185,6139
962,123,8218
963,197,6987
964,47,2170
965,148,3457
966,104,2135
967,124,6560
968,105,9065
969,151,7220
970,191,1125
971,42,7014
972,81,3474
973,4,8743
974,81,6050
975,69,1904
976,138,6426
977,180,9420
978,113,6527
979,5,924
980,185,9561
981,12,7655
982,66,412
983,138,1940
984,26,4138
985,139,5764
986,73,458
987,125,4437
988,188,9644
989,197,1038
990,131,9758
991,157,5250
992,45,9380
993,128,7820
994,179,1686
995,185,7603
996,54,4617
997,147,6221
998,80,1502
999,83,331
1000,143,7330
1001,182,4016
1002,43,7594
1003,4,4799
1004,70,831
1005,120,2836
1006,176,376
1007,16,3935
1008,115,4265
1009,51,2273
1010,115,9746
1011,128,8114
1012,150,6515
1013,45,9853
1014,157,8430
1015,21,9280
1016,61,9333
1017,192,6826
1018,85,4852
1019,137,4979
1020,46,8476
1021,163,1606
1022,175,3722
1023,111,6148
1024,164,3911
1025,157,9764
1026,30,258
1027,162,3731
1028,78,7519
1029,194,6397
1030,128,6821
1031,16,3149
1032,110,9135
1033,51,9983
1034,99,6928
1035,147,6885
1036,133,5021
1037,27,664
1038,123,2146
1039,92,2303
1040,139,2092
1041,14,9211
1042,119,7578
1043,188,3761
1044,66,5383
1045,90,953
1046,33,9026
1047,107,5322
1048,103,2921
1049,133,8744
1050,103,8650
1051,196,7704
1052,59,1761
1053,113,6928
1054,38,6813
1055,53,1214
1056,98,9087
1057,145,8340
1058,62,5946
1059,87,4483
1060,92,1358
1061,194,2194
1062,137,9132
1063,132,7402
1064,122,4379
1065,2,8005
1066,154,6169
1067,91,2141
1068,96,3218
1069,112,8752
1070,98,3322
1071,55,8557
1072,11,6236
1073,174,492
1074,154,6606
1075,107,510
1076,136,9833
1077,82,628
1078,26,9944
1079,69,3301
1080,12,4686
1081,130,2743
1082,72,3844
1083,85,335
1084,2,9712
1085,62,4684
1086,58,1904
1087,111,4950
1088,188,4270
1089,72,1552
1090,166,7955
1091,195,8941
1092,72,954
1093,10,3400
1094,113,9334
1095,168,1316
1096,33,1974
1097,76,7760
1098,139,1168
1099,67,6946
1100,114,3045
1101,123,324
1102,172,9036
1103,78,404
1104,75,2773
1105,175,6470
1106,93,7375
1107,73,6840
1108,170,2011
1109,9,4194
1110,178,5958
1111,110,2923
1112,150,2965
1113,154,4188
1114,29,5599
1115,170,2289
1116,126,7657
1117,31,8076
1118,190,8750
1119,150,8255
1120,12,6060
1121,193,904
1122,85,5590
1123,132,9245
1124,162,2319
1125,119,8036
1126,184,4367
1127,14,7511
1128,51,371
1129,131,9804
1130,170,947
1131,9,9363
1132,108,3802
1133,139,7827
1134,29,3933
1135,106,7245
1136,86,8193
1137,193,5364
1138,34,9490
1139,159,6644
1140,161,7077
1141,182,3023
1142,161,609
1143,81,523
1144,65,7891
1145,37,114
1146,106,7258
1147,44,2409
1148,162,1627
1149,46,8823
1150,126,9015
1151,39,9961
1152,170,6413
1153,156,1034
1154,1,5483
1155,86,6078
1156,71,8503
1157,198,8851
1158,160,6782
1159,126,6727
1160,191,2582
1161,28,4314
1162,13,7534
1163,14,3364
1164,145,1454
1165,85,5957
1166,3,770
1167,1,1948
1168,132,8389
1169,113,5602
1170,62,2131
1171,57,7059
1172,153,5061
1173,96,4367
1174,178,2984
1175,136,7178
1176,153,3567
1177,77,6779
1178,66,2054
1179,84,514
1180,78,4102
1181,108,6167
1182,171,5296
1183,148,3416
1184,59,5049
1185,126,9041
1186,62,1713
1187,92,2461
1188,174,5519
1189,187,733
1190,73,4567
1191,38,7751
1192,53,2410
1193,153,9817
1194,193,8843
1195,36,2025
1196,172,9206
1197,172,2024
1198,73,2384
1199,53,2120
1200,77,7766
1201,60,5172
1202,26,9956
1203,11,5664
1204,161,8357
1205,29,8958
1206,174,743
1207,70,9905
1208,177,3376
1209,29,1207
1210,70,5791
1211,58,1265
1212,48,7833
1213,42,2744
1214,64,3345
1215,167,3046
1216,168,9692
1217,44,5766
1218,143,4604
1219,22,9202
1220,26,6730
1221,152,1346
1222,89,685
1223,55,6058
1224,199,1943
1225,35,6458
1226,65,1427
1227,82,8879
1228,79,6149
1229,174,1312
1230,34,988
1231,114,1983
1232,91,5565
1233,105,1765
1234,125,7145
1235,192,1018
1236,122,1558
1237,161,3913
1238,97,7184
1239,29,8304
1240,161,537
1241,21,8038
1242,57,7190
1243,37,3811
1244,168,9077
1245,152,4039
1246,193,871
1247,182,2778
1248,125,1168
1249,38,7385
1250,184,5578
1251,132,3063
1252,28,2814
1253,99,5285
1254,159,7282
1255,89,1923
1256,26,8938
1257,17,8303
1258,159,5541
1259,56,9580
1260,144,9995
1261,132,6349
1262,63,4164
1263,64,756
1264,111,2493
1265,88,8147
1266,168,3536
1267,160,9608
1268,34,8774
1269,175,7201
1270,200,7264
1271,59,2533
1272,66,1086
1273,60,5007
1274,107,3250
1275,106,9149
1276,128,5342
1277,140,1931
1278,47,4795
1279,168,1150
1280,155,9420
1281,9,2226
1282,73,2305
1283,19,9543
1284,82,5136
1285,176,3025
1286,156,7284
1287,167,561
1288,47,4036
1289,184,3551
1290,52,8307
1291,46,4470
1292,183,1591
1293,124,6577
1294,91,4770
1295,196,6399
1296,90,9319
1297,62,5708
1298,3,6406
1299,198,5297
1300,56,9198
1301,55,6009
1302,151,3227
1303,160,3809
1304,98,8697
1305,62,8034
1306,101,6446
1307,7,6514
1308,37,9837
1309,97,9936
1310,122,2743
1311,55,9168
1312,23,6647
1313,142,8169
1314,55,8767
1315,178,5991
1316,155,1971
1317,70,6376
1318,150,4982
1319,44,2106
1320,4,9823
1321,143,3372
1322,41,272
1323,135,5727
1324,173,7478
1325,111,5463
1326,177,6029
1327,52,5268
1328,122,2566
1329,22,3322
1330,48,8916
1331,31,2907
1332,193,3248
1333,137,5667
1334,34,1002
1335,115,9726
1336,165,2958
1337,129,9457
1338,194,8998
1339,22,6332
1340,57,4535
1341,125,3313
1342,44,643
1343,9,1887
1344,154,3245
1345,130,5320
1346,102,4799
1347,54,3782
1348,110,5419
1349,68,1918
1350,49,3259
1351,199,1278
1352,69,4363
1353,24,7862
1354,131,8973
1355,81,7917
1356,111,754
1357,120,3308
1358,42,9959
1359,43,7361
1360,8,6621
1361,95,7146
1362,184,7734
1363,197,682
1364,183,7977
1365,97,6194
1366,41,2445
1367,15,1236
1368,106,7878
1369,159,1393
1370,163,6265
1371,129,9656
1372,44,6517
1373,156,2468
1374,27,6371
1375,9,3540
1376,116,9275
1377,41,4940
1378,118,7417
1379,169,6275
1380,162,5417
1381,171,2598
1382,33,3384
1383,47,3625
1384,104,8796
1385,88,8908
1386,13,9621
1387,135,9298
1388,168,7517
1389,121,7632
1390,115,2365
1391,117,3725
1392,127,1771
1393,18,4621
1394,45,5433
1395,26,2448
1396,97,3127
1397,70,4539
1398,126,8356
1399,137,2015
1400,79,9068
1401,53,8201
1402,52,7009
1403,26,8877
1404,73,409
1405,178,8686
1406,99,2523
1407,26,718
1408,42,3607
1409,61,4435
1410,196,215
1411,163,7786
1412,199,5444
1413,55,9462
1414,116,7953
1415,181,6644
1416,128,3954
1417,103,8411
1418,12,3868
1419,70,6005
1420,86,408
1421,2,3812
1422,125,4856
1423,167,6310
1424,142,1507
1425,138,5831
1426,100,3989
1427,31,2114
1428,159,5471
1429,82,564
1430,65,6375
1431,47,3778
1432,10,2480
1433,5,4214
1434,108,5590
1435,162,3635
1436,118,3438
1437,106,127
1438,17,5488
1439,57,2132
1440,196,6096
1441,165,1640
1442,21,1832
1443,122,1433
1444,20,3132
1445,130,4365
1446,53,2310
1447,68,4881
1448,138,9157
1449,154,6405
1450,168,5987
1451,119,8445
1452,129,916
1453,183,7435
1454,193,1803
1455,8,6052
1456,114,1490
1457,99,7201
1458,99,7068
1459,196,2153
1460,187,5384
1461,92,2960
1462,25,1204
1463,174,9476
1464,102,6261
1465,36,4765
1466,145,138
1467,38,7586
1468,164,1312
1469,32,5571
1470,25,7728
1471,47,6691
1472,34,2307
1473,166,3724
1474,40,9386
1475,99,3925
1476,156,9938
1477,26,8471
1478,81,8300
1479,128,317
1480,102,5513
1481,186,4899
1482,129,6105
1483,24,3209
1484,164,8655
1485,91,4343
1486,32,7113
1487,51,4363
1488,123,6104
1489,89,7568
1490,195,541
1491,171,2009
1492,105,8948
1493,141,6736
1494,116,8758
1495,75,2100
1496,21,2672
1497,82,7230
1498,125,5875
1499,134,9331
1500,24,536
1501,134,7934
1502,186,5426
1503,40,1922
1504,173,6705
1505,137,2270
1506,99,3222
1507,52,288
1508,54,7121
1509,89,6599
1510,78,7437
1511,169,1282
1512,163,1194
1513,38,2214
1514,143,111
1515,121,5890
1516,181,9993
1517,198,4094
1518,16,1569
1519,125,3955
1520,64,6147
1521,6,9099
1522,41,9109
1523,126,2619
1524,120,4618
1525,17,4332
1526,191,6179
1527,120,6210
1528,152,3559
1529,92,6555
1530,10,4538
1531,169,5859
1532,50,2479
1533,191,4397
1534,121,5258
1535,147,8928
1536,102,4545
1537,159,9845
1538,27,9754
1539,20,8499
1540,196,9416
1541,14,629
1542,189,6739
1543,180,3135
1544,170,4241
1545,132,9317
1546,105,5625
1547,145,8752
1548,52,5711
1549,5,3325
1550,38,3457
1551,11,9420
1552,56,8079
1553,135,9878
1554,61,376
1555,154,606
1556,130,5121
1557,112,3514
1558,51,5790
1559,87,5715
1560,39,1876
1561,122,5775
1562,103,4779
1563,7,9831
1564,116,1683
1565,79,9235
1566,190,4547
1567,55,9758
1568,144,5230
1569,89,912
1570,11,3016
1571,2,5119
1572,74,241
1573,154,1449
1574,196,7923
1575,119,3425
1576,75,8737
1577,28,6984
1578,83,6644
1579,194,4895
1580,112,2118
1581,130,7613
1582,90,2546
1583,3,6245
1584,27,5117
1585,62,2962
1586,141,4041
1587,151,5611
1588,192,2212
1589,177,7678
1590,153,5222
1591,19,2276
1592,72,920
1593,1,6587
1594,49,4430
1595,156,6875
1596,14,3768
1597,91,1574
1598,132,938
1599,110,5395
1600,144,8414
1601,73,6915
1602,77,5469
1603,171,5990
1604,82,9149
1605,55,7714
1606,149,2666
1607,41,166
1608,85,7716
1609,145,5953
1610,153,9132
1611,192,7358
1612,48,2379
1613,34,1705
1614,31,1321
1615,14,2271
1616,129,5500
1617,58,2492
1618,106,1933
1619,142,3800
1620,7,5944
1621,188,5091
1622,22,290
1623,104,1584
1624,50,400
1625,160,8403
1626,40,3842
1627,118,4590
1628,79,5892
1629,117,601
1630,163,3812
1631,40,6353
1632,120,8176
1633,35,5423
1634,130,6713
1635,95,7572
1636,147,5906
1637,137,7424
1638,81,7874
1639,66,6944
1640,31,8782
1641,190,9275
1642,145,8830
1643,70,5440
1644,117,3004
1645,123,9565
1646,162,7919
1647,190,7861
1648,122,7061
1649,95,7934
1650,97,790
1651,165,8878
1652,145,7184
1653,115,2617
1654,142,2739
1655,104,490
1656,76,4737
1657,133,7552
1658,139,7345
1659,198,1402
1660,187,3822
1661,103,3116
1662,16,7184
1663,25,1998
1664,198,9656
1665,190,1853
1666,171,6951
1667,95,6656
1668,5,2024
1669,190,7017
1670,187,2391
1671,17,1685
1672,36,927
1673,189,2346
1674,17,753
1675,150,7234
1676,142,2030
1677,48,8894
1678,54,3020
1679,20,6922
1680,40,3192
1681,195,6278
1682,25,2600
1683,93,1347
1684,39,7113
1685,104,364
1686,187,7075
1687,85,4455
1688,179,5848
1689,32,4104
1690,190,7037
1691,15,6738
1692,97,217
1693,121,8956
1694,28,6026
1695,80,3826
1696,175,335
1697,88,1064
1698,137,1048
1699,31,2997
1700,106,2447
1701,50,3917
1702,10,6208
1703,193,4676
1704,42,8459
1705,27,6088
1706,92,1546
1707,106,8390
1708,49,7882
1709,77,437
1710,73,1777
1711,44,9892
1712,15,2606
1713,96,6722
1714,1,8735
1715,65,108
1716,88,9393
1717,17,6454
1718,122,535
1719,31,1791
1720,171,9489
1721,56,5228
1722,89,2093
1723,113,6928
1724,39,6873
1725,43,1343
1726,96,5380
1727,57,216
1728,17,2071
1729,147,1980
1730,168,112
1731,82,8993
1732,196,3704
1733,29,1904
1734,120,3536
1735,155,778
1736,1,3949
1737,179,2561
1738,62,5713
1739,11,119
1740,111,4329
1741,82,3285
1742,155,3303
1743,66,8216
1744,124,2385
1745,58,1503
1746,92,3359
1747,21,6198
1748,193,4457
1749,64,6434
1750,70,742
1751,65,3465
1752,80,5142
1753,18,4742
1754,62,9948
1755,63,6915
1756,167,862
1757,25,3173
1758,162,6957
1759,131,1874
1760,114,1111
1761,162,8606
1762,117,1659
1763,182,1902
1764,56,1973
1765,128,550
1766,30,8907
1767,146,2961
1768,48,9530
1769,161,8306
1770,146,9181
1771,40,2478
1772,81,8790
1773,19,7417
1774,142,1525
1775,132,7322
1776,5,6757
1777,1,7763
1778,61,1160
1779,120,9762
1780,22,2988
1781,193,3758
1782,172,9468
1783,161,7948
1784,71,9304
1785,57,6947
1786,147,3026
1787,26,2347
1788,104,3504
1789,22,622
1790,120,9614
1791,25,2909
1792,79,7418
1793,86,331
1794,162,9018
1795,138,247
1796,114,7071
1797,30,8436
1798,31,8087
1799,76,2098
1800,6,7738
1801,140,6028
1802,21,845
1803,171,8715
1804,193,8584
1805,8,7530
1806,80,540
1807,151,3204
1808,9,3517
1809,48,1064
1810,165,1930
1811,171,5578
1812,182,3794
1813,174,1733
1814,93,2597
1815,7,7687
1816,69,2210
1817,180,3269
1818,50,4661
1819,150,5036
1820,128,8712
1821,53,3356
1822,7,6488
1823,193,6256
1824,30,366
1825,200,4915
1826,18,1655
1827,156,8448
1828,146,8085
1829,196,6814
1830,102,8774
1831,171,6957
1832,59,165
1833,192,5873
1834,13,2308
1835,158,5495
1836,68,4439
1837,90,5076
1838,124,2999
1839,112,4759
1840,59,9235
1841,108,2344
1842,93,9118
1843,48,815
1844,148,111
1845,101,6755
1846,93,875
1847,176,5453
1848,72,2491
1849,199,5840
1850,167,7910
1851,156,4482
1852,106,2990
1853,143,7779
1854,52,6735
1855,6,2523
1856,32,3030
1857,83,8888
1858,149,4550
1859,18,5036
1860,117,6902
1861,177,104
1862,133,2942
1863,144,5768
1864,182,7332
1865,79,1351
1866,116,6610
1867,50,4256
1868,164,1257
1869,153,8999
1870,32,3570
1871,127,4068
1872,33,8791
1873,161,6912
1874,200,2250
1875,97,7128
1876,125,6638
1877,52,2621
1878,110,9412
1879,110,8475
1880,130,4448
1881,8,655
1882,9,4924
1883,159,983
1884,119,5962
1885,14,1939
1886,160,3215
1887,17,9572
1888,128,7610
1889,140,7234
1890,88,7900
1891,152,5076
1892,159,3969
1893,49,6053
